Weather,Road_Type,Time,Vehicle_Count,Speed,Accident
Sunny,Highway,0,186,60.0,0
Rainy,City,1,202,61.0,0
Foggy,City,6,240,28.0,0
Sunny,Rural,9,38,42.0,0
Foggy,City,19,196,97.0,1
Foggy,Rural,6,54,30.0,0
Rainy,City,23,204,90.0,0
Rainy,City,15,60,50.0,0
Rainy,City,4,248,107.0,1
Rainy,Highway,11,110,45.0,0
Sunny,City,16,232,49.0,0
Sunny,Highway,15,137,53.0,0
Rainy,Highway,19,20,,0
Sunny,City,15,223,121.0,0
Rainy,Rural,18,91,88.0,1
Foggy,Rural,14,137,,0
Foggy,Rural,11,236,80.0,1
Foggy,City,20,15,102.0,0
Rainy,Rural,9,76,57.0,0
Foggy,Highway,21,71,47.0,0
Sunny,Rural,1,142,45.0,0
Foggy,City,6,146,,0
Foggy,Rural,12,37,125.0,0
Foggy,Highway,2,220,42.0,0
Sunny,City,14,229,65.0,0
,Rural,0,228,49.0,0
Sunny,City,2,214,86.0,0
Rainy,City,9,47,111.0,0
Rainy,City,14,52,52.0,0
,Rural,21,126,125.0,1
Rainy,City,5,158,22.0,0
Sunny,Rural,19,228,88.0,0
Sunny,Highway,14,199,102.0,0
Rainy,Rural,23,55,,0
Foggy,Highway,20,207,81.0,1
Foggy,Rural,6,175,77.0,1
Sunny,City,20,58,76.0,0
Foggy,Rural,4,212,20.0,0
Rainy,City,3,248,121.0,1
Rainy,Highway,21,242,92.0,1
Sunny,Rural,17,218,79.0,0
Rainy,City,2,48,88.0,0
Sunny,Highway,16,80,78.0,0
Rainy,Highway,17,136,65.0,1
Sunny,Rural,17,167,125.0,0
Foggy,Highway,23,158,53.0,0
Rainy,City,23,10,120.0,0
Rainy,Highway,1,226,116.0,1
Sunny,Highway,12,169,44.0,0
Sunny,City,21,145,61.0,0
Rainy,Highway,14,78,48.0,0
Sunny,Highway,4,39,44.0,0
Rainy,Highway,2,124,73.0,0
Foggy,Highway,4,17,92.0,0
Sunny,City,4,122,86.0,0
Rainy,Highway,4,28,34.0,0
Foggy,City,2,245,23.0,0
Foggy,Highway,2,68,128.0,0
Rainy,Highway,19,192,57.0,0
Sunny,Highway,22,167,39.0,0
Rainy,Highway,17,88,,0
Foggy,City,19,45,56.0,0
Rainy,City,3,64,81.0,0
Sunny,City,0,53,27.0,0
Foggy,Rural,15,164,56.0,0
Rainy,Highway,7,86,,0
Sunny,Highway,16,87,116.0,0
Foggy,City,7,110,52.0,0
Sunny,Rural,6,191,26.0,0
Foggy,Highway,7,185,41.0,0
Rainy,City,20,39,24.0,0
Sunny,Highway,23,48,129.0,0
Foggy,Highway,11,248,34.0,0
Sunny,City,15,22,40.0,0
Sunny,City,11,131,108.0,0
Rainy,,18,153,36.0,0
Sunny,Highway,9,181,75.0,0
Foggy,City,6,208,69.0,1
Foggy,Highway,11,121,26.0,0
Foggy,,19,164,69.0,1
Foggy,City,4,54,79.0,0
Rainy,Highway,15,128,102.0,0
Sunny,Highway,8,44,26.0,0
Rainy,Rural,6,216,59.0,0
Sunny,City,19,165,64.0,0
Sunny,Rural,21,236,78.0,0
Sunny,,13,16,107.0,0
Rainy,Rural,10,199,94.0,1
Sunny,Highway,6,119,124.0,0
Rainy,Highway,9,123,74.0,1
Foggy,Rural,8,60,83.0,0
Foggy,Rural,3,55,84.0,0
Sunny,Rural,15,29,73.0,0
Rainy,Highway,9,105,115.0,1
Foggy,Rural,18,47,59.0,0
Rainy,Rural,23,198,72.0,0
Rainy,City,16,113,63.0,0
Sunny,City,8,41,82.0,0
Foggy,Highway,12,163,21.0,0
Sunny,City,0,67,98.0,0
Sunny,City,1,176,40.0,0
Foggy,City,12,157,107.0,1
Foggy,Highway,23,91,69.0,0
Rainy,City,8,59,100.0,0
Foggy,Highway,6,216,71.0,1
Rainy,Rural,15,61,28.0,0
Rainy,City,18,95,118.0,1
Rainy,Highway,6,124,39.0,0
Foggy,City,5,159,102.0,1
Sunny,Rural,17,62,37.0,0
Rainy,Highway,18,222,103.0,1
,Highway,10,75,49.0,0
Sunny,Highway,11,241,123.0,0
Foggy,Rural,9,126,84.0,1
Sunny,Rural,12,52,43.0,0
Sunny,Rural,11,91,107.0,0
Foggy,Highway,20,160,,1
Rainy,Rural,9,214,102.0,1
Sunny,City,19,73,113.0,0
Foggy,Rural,17,242,109.0,1
Sunny,Highway,3,146,125.0,0
Sunny,City,23,122,63.0,0
Rainy,Rural,4,144,121.0,0
Sunny,City,4,178,48.0,0
Foggy,City,11,63,96.0,0
Sunny,Highway,2,74,87.0,0
Rainy,City,7,11,128.0,0
Rainy,City,21,141,36.0,0
Foggy,Highway,1,87,116.0,0
Rainy,Highway,17,41,24.0,0
Sunny,Highway,8,109,111.0,0
Rainy,City,12,139,107.0,0
Foggy,City,6,113,100.0,1
Rainy,City,9,201,69.0,1
Rainy,Highway,8,151,122.0,1
Rainy,Rural,21,157,59.0,0
Foggy,City,14,98,127.0,1
Rainy,Rural,4,243,65.0,0
Rainy,Highway,11,58,70.0,0
Sunny,City,0,145,30.0,0
Foggy,Rural,11,229,31.0,0
Rainy,City,21,200,32.0,0
Foggy,City,5,183,83.0,1
Rainy,City,18,158,27.0,0
Rainy,Rural,18,96,84.0,1
Rainy,Highway,15,169,28.0,0
Sunny,City,18,17,111.0,0
Sunny,Highway,2,232,21.0,0
Sunny,Highway,22,110,97.0,0
Foggy,Rural,9,25,32.0,0
Foggy,Rural,17,49,21.0,0
Sunny,Highway,12,115,87.0,0
Foggy,City,17,36,95.0,1
Rainy,Rural,2,113,67.0,0
Rainy,City,22,114,93.0,0
Rainy,City,2,155,22.0,0
Sunny,City,22,44,87.0,0
Foggy,Highway,11,122,25.0,0
Sunny,City,19,61,106.0,0
Foggy,Highway,6,152,24.0,0
Rainy,Highway,23,200,22.0,0
Sunny,City,7,62,29.0,0
Foggy,City,8,100,62.0,1
Foggy,City,13,90,38.0,0
Rainy,City,4,113,33.0,0
Sunny,Highway,20,75,40.0,0
Sunny,City,18,122,62.0,0
Sunny,City,20,40,47.0,0
Rainy,Highway,15,70,40.0,0
Sunny,Rural,23,201,55.0,0
Rainy,Rural,11,110,43.0,0
Rainy,Highway,20,114,73.0,0
Rainy,Rural,3,242,57.0,0
Foggy,Highway,7,107,36.0,0
Sunny,City,6,43,41.0,0
Sunny,City,14,192,102.0,0
Rainy,Rural,5,68,64.0,0
Rainy,City,4,12,93.0,0
Sunny,Rural,13,26,80.0,0
Rainy,Rural,20,87,30.0,0
Sunny,City,12,215,80.0,0
Foggy,City,9,55,57.0,0
Rainy,Rural,17,175,85.0,1
Sunny,City,3,44,52.0,0
Rainy,Highway,7,138,62.0,0
Sunny,City,23,121,50.0,0
Sunny,City,10,166,54.0,0
Rainy,Highway,16,141,56.0,0
Foggy,City,17,70,66.0,0
Sunny,City,20,106,119.0,0
Sunny,Rural,10,154,42.0,0
Sunny,City,15,165,55.0,0
Foggy,City,11,187,59.0,0
Foggy,Highway,12,99,122.0,1
Rainy,Rural,15,145,109.0,0
Foggy,Rural,22,171,108.0,1
Rainy,Rural,20,68,100.0,0
Rainy,City,0,27,34.0,0
Foggy,Rural,15,104,56.0,0
Rainy,Highway,14,196,,1
Foggy,Rural,5,164,23.0,0
Rainy,Highway,11,25,41.0,0
Foggy,Rural,7,19,100.0,0
Foggy,Rural,6,113,41.0,0
Rainy,Highway,1,85,100.0,0
Sunny,Rural,11,159,97.0,0
Rainy,Rural,20,25,97.0,0
Foggy,Rural,13,21,36.0,0
,City,15,84,91.0,0
Rainy,Highway,10,221,117.0,1
Rainy,Rural,19,188,109.0,1
Rainy,Highway,8,138,128.0,1
Sunny,Highway,9,36,113.0,0
Foggy,Highway,16,204,105.0,1
Rainy,Rural,11,21,99.0,0
Rainy,,5,39,113.0,0
Rainy,Highway,18,18,,0
Rainy,City,10,62,57.0,0
Rainy,Highway,8,198,43.0,0
Foggy,City,20,63,119.0,0
Foggy,Highway,5,174,118.0,1
Rainy,Highway,23,202,25.0,0
Sunny,Highway,15,179,87.0,0
Foggy,Rural,19,58,101.0,1
Sunny,City,15,13,25.0,0
Foggy,City,5,201,45.0,0
Rainy,Highway,4,88,120.0,0
Foggy,Rural,20,188,110.0,1
Rainy,Rural,3,100,60.0,0
Foggy,City,1,209,94.0,1
Rainy,Rural,5,197,57.0,0
Rainy,City,8,224,99.0,1
Rainy,City,16,88,102.0,0
Rainy,City,13,228,,0
Sunny,Rural,6,168,72.0,0
Rainy,City,21,112,34.0,0
Sunny,City,18,120,109.0,0
Sunny,Highway,0,209,75.0,0
Rainy,City,19,231,124.0,1
Sunny,City,14,67,75.0,0
Foggy,Highway,17,243,50.0,1
Rainy,Highway,2,91,102.0,0
Sunny,Rural,17,141,76.0,0
Rainy,City,1,248,70.0,0
Rainy,Rural,9,244,43.0,0
Rainy,Rural,10,31,77.0,0
Sunny,Highway,23,140,92.0,0
Foggy,Rural,2,88,106.0,0
Foggy,City,6,108,23.0,0
Sunny,Highway,7,184,29.0,0
Rainy,City,18,47,82.0,0
Sunny,City,17,170,92.0,0
Sunny,Highway,12,215,102.0,0
Sunny,City,12,185,34.0,0
Rainy,Highway,23,202,117.0,1
Sunny,City,18,126,125.0,0
Rainy,Highway,22,35,82.0,0
Sunny,Rural,11,145,38.0,0
Foggy,City,16,59,,0
Sunny,Highway,21,217,75.0,0
Sunny,City,11,47,40.0,0
Foggy,City,12,147,53.0,0
Rainy,City,11,51,36.0,0
Rainy,Highway,18,46,37.0,0
Sunny,Rural,13,163,100.0,0
Foggy,Rural,6,229,85.0,1
Rainy,Rural,12,149,70.0,0
Sunny,Highway,5,221,84.0,0
Foggy,Rural,23,58,62.0,0
Rainy,Highway,18,151,76.0,1
Rainy,City,18,55,29.0,0
Foggy,City,3,172,56.0,0
Foggy,,18,38,67.0,0
Foggy,Highway,8,21,88.0,0
Foggy,City,15,125,75.0,0
Sunny,Highway,3,91,95.0,0
Foggy,Highway,5,53,55.0,0
Rainy,City,7,203,50.0,0
Rainy,Highway,23,11,74.0,0
Sunny,City,15,196,,0
Rainy,City,4,26,92.0,0
Rainy,City,20,147,127.0,0
Foggy,Highway,21,27,109.0,0
Rainy,City,9,31,34.0,0
Sunny,Highway,22,92,35.0,0
Foggy,City,12,67,96.0,0
Foggy,City,13,62,108.0,0
Sunny,Rural,6,10,113.0,0
Foggy,Rural,19,225,72.0,1
Foggy,Rural,5,70,75.0,0
Sunny,Highway,6,237,26.0,0
Foggy,Highway,4,226,76.0,1
Sunny,City,20,237,74.0,0
Sunny,City,17,168,71.0,0
Rainy,City,22,40,23.0,0
Rainy,City,11,75,62.0,0
Foggy,Highway,5,156,59.0,0
Foggy,City,0,62,121.0,0
Sunny,City,3,213,49.0,0
Foggy,Rural,18,211,29.0,1
Sunny,City,11,104,113.0,0
Sunny,City,14,246,122.0,0
Foggy,City,2,159,26.0,0
Sunny,Highway,22,32,55.0,0
Rainy,Rural,19,224,54.0,0
Foggy,City,7,152,107.0,1
Rainy,City,10,163,58.0,0
Foggy,Rural,15,140,55.0,0
Sunny,City,8,96,128.0,0
Foggy,Highway,2,157,39.0,0
Rainy,City,4,134,68.0,0
Sunny,Highway,19,118,115.0,0
Foggy,Highway,13,49,78.0,0
Foggy,City,14,130,122.0,1
Foggy,Rural,5,48,68.0,0
Rainy,Highway,3,129,109.0,0
Rainy,Rural,7,209,45.0,0
Foggy,City,18,27,55.0,0
Sunny,Highway,4,178,62.0,0
Sunny,City,12,207,118.0,0
Rainy,Rural,15,164,62.0,0
Sunny,City,0,237,118.0,0
Rainy,City,12,152,95.0,1
Foggy,Highway,21,46,52.0,0
Rainy,City,10,195,119.0,1
Rainy,City,20,14,97.0,0
Foggy,City,7,240,116.0,1
Sunny,Highway,7,82,129.0,0
Rainy,Rural,23,144,64.0,0
Rainy,Rural,13,50,64.0,0
Foggy,City,12,221,,1
Sunny,Highway,2,19,34.0,0
Rainy,City,3,199,114.0,1
Foggy,Rural,19,163,36.0,1
Rainy,Highway,14,77,31.0,0
Foggy,Rural,14,239,41.0,0
Sunny,Rural,20,33,42.0,0
Sunny,Highway,12,87,109.0,0
Sunny,,8,178,97.0,0
Sunny,City,9,202,31.0,0
Rainy,City,11,154,87.0,0
Rainy,Rural,13,118,129.0,0
Sunny,Highway,0,33,70.0,0
Sunny,Highway,13,164,32.0,0
Sunny,City,13,16,76.0,0
Rainy,Rural,7,82,74.0,0
Sunny,Rural,15,116,101.0,0
Sunny,City,13,108,126.0,0
Sunny,Highway,0,131,47.0,0
Foggy,City,15,21,121.0,0
Sunny,City,17,94,124.0,0
Foggy,,6,12,63.0,0
Foggy,City,14,88,38.0,0
Sunny,Highway,23,94,65.0,0
Foggy,,16,19,126.0,0
Sunny,Highway,18,42,121.0,0
Rainy,City,22,55,129.0,0
Rainy,Rural,12,68,22.0,0
Rainy,Highway,8,61,102.0,0
Rainy,Rural,23,15,39.0,0
Foggy,City,23,139,44.0,0
Sunny,City,14,38,94.0,0
Sunny,City,2,128,75.0,0
Sunny,Highway,23,177,100.0,0
Rainy,Rural,0,106,80.0,0
Rainy,Highway,15,198,74.0,0
,Highway,7,205,54.0,0
Rainy,City,22,77,97.0,0
Sunny,Rural,12,166,78.0,0
Sunny,City,7,238,58.0,0
Sunny,Highway,16,199,76.0,0
Sunny,City,21,69,,0
Sunny,Rural,22,133,86.0,0
Sunny,City,13,93,53.0,0
Sunny,Rural,20,50,60.0,0
Rainy,Rural,20,224,41.0,0
Sunny,City,6,246,121.0,0
Sunny,Highway,14,219,46.0,0
Rainy,City,15,122,40.0,0
Rainy,Highway,18,226,60.0,0
Rainy,Highway,5,74,50.0,0
Sunny,City,22,201,46.0,0
Foggy,Highway,0,88,56.0,0
Foggy,Highway,11,72,85.0,0
Rainy,City,17,235,73.0,1
Foggy,City,15,185,28.0,0
Rainy,City,11,157,102.0,1
Sunny,Highway,19,127,61.0,0
Foggy,Rural,12,46,55.0,0
Sunny,Highway,7,73,29.0,0
Foggy,Rural,21,228,78.0,1
Sunny,City,0,95,59.0,0
Foggy,Rural,20,142,73.0,0
Sunny,City,6,43,128.0,0
Sunny,City,14,48,58.0,0
Foggy,Rural,21,76,26.0,0
,City,12,218,23.0,0
Sunny,Rural,12,71,34.0,0
Sunny,City,8,97,95.0,0
Foggy,Highway,23,161,67.0,1
Foggy,Highway,14,140,25.0,0
Sunny,City,3,118,92.0,0
Sunny,City,12,208,54.0,0
Foggy,Rural,11,98,91.0,1
Foggy,Highway,4,76,90.0,0
Sunny,,6,88,87.0,0
Sunny,City,7,230,77.0,0
Sunny,City,4,187,96.0,0
Rainy,Rural,8,38,38.0,0
Foggy,City,13,83,81.0,0
Rainy,Highway,11,41,90.0,0
Foggy,Rural,3,96,29.0,0
,Highway,19,48,44.0,0
Foggy,Highway,7,146,63.0,0
Foggy,Highway,16,110,118.0,1
Foggy,Rural,7,241,77.0,1
,City,20,151,44.0,0
Foggy,Highway,0,77,112.0,0
Rainy,Highway,19,201,95.0,1
Sunny,Highway,1,157,59.0,0
Sunny,City,3,37,95.0,0
Rainy,City,23,23,89.0,0
Rainy,Rural,20,181,29.0,0
Rainy,City,0,235,85.0,0
Rainy,Rural,6,86,128.0,0
Foggy,Rural,0,232,44.0,0
Sunny,Rural,8,234,90.0,0
Foggy,Rural,2,125,123.0,1
Sunny,Rural,11,176,106.0,0
Sunny,Highway,18,37,30.0,0
,City,14,201,55.0,0
Foggy,Highway,21,98,68.0,0
Rainy,Rural,15,41,67.0,0
Foggy,City,9,146,106.0,1
Sunny,Highway,21,165,126.0,0
Rainy,Highway,5,104,26.0,0
Rainy,Rural,16,26,110.0,0
Sunny,Highway,20,126,96.0,0
Sunny,Highway,21,224,70.0,0
Sunny,Highway,23,86,36.0,0
Rainy,Highway,16,64,51.0,0
Foggy,Highway,20,19,45.0,0
Rainy,Rural,18,89,41.0,0
Foggy,Rural,17,143,32.0,0
Rainy,Highway,10,185,31.0,0
Rainy,Rural,23,212,90.0,0
Sunny,Rural,6,125,20.0,0
Foggy,City,9,204,52.0,1
Rainy,Highway,6,229,33.0,0
Rainy,Rural,4,178,83.0,0
,Rural,11,88,62.0,0
Sunny,Highway,15,69,77.0,0
Foggy,City,20,214,60.0,0
Rainy,Highway,17,51,100.0,0
Foggy,City,2,125,87.0,0
Rainy,Highway,19,118,58.0,0
Foggy,Highway,14,218,20.0,0
Sunny,Highway,4,80,60.0,0
Rainy,Highway,12,165,64.0,0
,City,18,111,107.0,1
Sunny,City,11,22,117.0,0
Sunny,Rural,22,218,117.0,0
Foggy,Highway,20,24,107.0,0
Rainy,City,4,45,98.0,0
Rainy,City,5,229,100.0,1
Sunny,City,6,24,32.0,0
Rainy,Highway,9,247,90.0,1
Rainy,Rural,15,126,28.0,0
Rainy,City,7,84,127.0,0
Sunny,Highway,8,65,82.0,0
,City,3,104,118.0,1
Rainy,City,20,141,42.0,0
Sunny,Rural,20,236,73.0,0
Sunny,City,7,235,66.0,0
Foggy,City,6,61,58.0,0
Rainy,Highway,14,228,106.0,1
Rainy,,20,147,45.0,0
Foggy,,2,231,20.0,0
Foggy,Highway,16,182,33.0,0
Sunny,Highway,10,93,115.0,0
Sunny,Rural,8,38,93.0,0
Foggy,City,4,62,84.0,0
Rainy,Rural,9,166,88.0,1
Sunny,Highway,14,160,86.0,0
Sunny,Rural,13,194,68.0,0
Rainy,City,3,187,69.0,0
Sunny,Rural,20,30,77.0,0
Rainy,Highway,19,121,72.0,1
Rainy,Highway,1,180,110.0,1
Rainy,Rural,11,147,76.0,0
Foggy,City,0,242,105.0,1
Foggy,Rural,23,85,37.0,0
Foggy,City,19,39,35.0,0
Rainy,City,4,134,21.0,0
Rainy,Rural,5,60,,0
Foggy,City,23,170,64.0,1
Sunny,Highway,10,155,99.0,0
Rainy,Rural,7,87,91.0,0
Sunny,City,6,31,62.0,0
Sunny,Highway,3,73,91.0,0
Rainy,Rural,5,30,73.0,0
Rainy,Highway,15,138,93.0,0
Sunny,Highway,19,116,,0
Sunny,Highway,14,125,50.0,0
Foggy,City,13,133,95.0,1
Foggy,,22,152,28.0,0
Rainy,Rural,11,45,120.0,0
Foggy,City,11,56,,0
Foggy,Rural,15,191,67.0,1
Foggy,Highway,14,223,37.0,0
Foggy,Rural,12,41,113.0,0
Sunny,City,10,195,115.0,0
Rainy,Highway,16,183,123.0,1
Foggy,City,20,63,106.0,0
Sunny,Highway,14,170,30.0,0
Sunny,Highway,13,242,81.0,0
Sunny,Rural,9,176,103.0,0
Foggy,Highway,11,32,38.0,0
Foggy,City,15,180,119.0,1
Rainy,Rural,14,192,109.0,1
Foggy,City,9,11,93.0,1
Foggy,Highway,3,203,43.0,0
Sunny,City,22,175,32.0,0
Rainy,City,8,166,65.0,1
Foggy,Highway,20,119,72.0,0
Foggy,Rural,19,133,117.0,1
Sunny,City,8,76,48.0,0
Sunny,Highway,20,240,55.0,0
Foggy,Rural,23,80,90.0,0
Rainy,,19,173,113.0,1
Rainy,Rural,10,38,,0
Sunny,City,10,128,67.0,0
Sunny,City,6,174,96.0,0
Foggy,City,20,122,43.0,0
Sunny,Rural,9,237,73.0,0
Foggy,City,3,224,114.0,1
Rainy,,4,54,110.0,0
Rainy,City,4,25,104.0,0
Foggy,City,10,249,127.0,1
Sunny,Rural,8,40,20.0,0
Rainy,City,15,171,98.0,1
Sunny,Highway,8,59,86.0,0
Rainy,Rural,21,202,25.0,0
Foggy,Highway,3,219,97.0,1
Foggy,Rural,1,131,74.0,0
Foggy,Rural,13,199,57.0,0
Rainy,City,2,241,52.0,0
Sunny,Highway,17,180,121.0,0
Sunny,Rural,20,193,27.0,0
Sunny,City,5,24,109.0,0
Rainy,Rural,10,185,98.0,1
Rainy,Rural,20,58,97.0,0
Rainy,Rural,17,218,39.0,0
Rainy,Rural,11,181,74.0,0
Rainy,Rural,4,19,67.0,0
Sunny,Rural,8,29,102.0,0
Rainy,City,19,79,75.0,0
Rainy,Rural,17,17,116.0,0
Sunny,Highway,18,182,119.0,0
Rainy,City,2,43,107.0,0
Sunny,Highway,8,233,29.0,0
Sunny,Rural,3,188,71.0,0
Foggy,Highway,16,243,69.0,1
Foggy,Rural,16,13,53.0,0
Foggy,Rural,22,117,55.0,0
Foggy,City,22,176,80.0,1
Rainy,City,1,221,119.0,1
Foggy,Rural,8,33,35.0,0
Sunny,City,8,225,98.0,0
Rainy,Highway,4,64,37.0,0
Foggy,City,14,35,90.0,0
Sunny,City,14,34,66.0,0
Rainy,Highway,2,45,,0
Rainy,City,18,80,51.0,0
Foggy,Rural,2,211,62.0,1
Rainy,Highway,5,195,102.0,1
Sunny,Rural,3,248,59.0,0
Rainy,Highway,23,21,84.0,0
Sunny,Rural,12,138,54.0,0
Rainy,Rural,12,125,88.0,0
Foggy,City,10,187,69.0,1
Sunny,Rural,4,162,31.0,0
Rainy,City,0,217,95.0,1
Rainy,Highway,8,142,104.0,1
Rainy,Rural,16,92,77.0,0
Sunny,Rural,21,205,102.0,0
Sunny,Highway,0,15,82.0,0
Sunny,Highway,2,35,92.0,0
Foggy,Rural,14,122,126.0,1
Foggy,Highway,20,112,68.0,0
Sunny,City,22,129,55.0,0
Rainy,Highway,9,192,125.0,1
Foggy,Highway,7,176,73.0,1
Sunny,Rural,11,18,66.0,0
Rainy,City,21,54,51.0,0
Foggy,Highway,14,23,118.0,0
Rainy,City,8,121,114.0,1
Rainy,City,23,64,72.0,0
Rainy,City,9,146,51.0,0
Rainy,Rural,19,24,81.0,0
Foggy,Highway,8,46,56.0,0
Foggy,Rural,14,187,115.0,1
Foggy,Highway,22,136,126.0,1
Sunny,Highway,20,126,120.0,0
Foggy,Rural,20,93,122.0,1
Rainy,City,0,81,57.0,0
Foggy,City,1,105,,0
Rainy,Highway,18,120,77.0,1
Sunny,Rural,13,158,51.0,0
Rainy,City,7,194,128.0,1
Rainy,City,5,114,85.0,0
,Highway,11,156,70.0,0
Sunny,Highway,14,230,30.0,0
Foggy,Rural,13,67,78.0,0
Foggy,Highway,20,104,39.0,0
Sunny,City,0,127,56.0,0
Rainy,City,10,15,92.0,0
Foggy,City,2,13,121.0,0
Sunny,City,18,52,68.0,0
Foggy,Rural,17,102,38.0,0
Sunny,Rural,19,51,74.0,0
Rainy,Highway,1,12,59.0,0
Foggy,Highway,6,138,26.0,0
Sunny,Highway,7,245,24.0,0
Foggy,Rural,18,192,61.0,1
Foggy,City,21,24,107.0,0
Foggy,Highway,14,56,67.0,0
Foggy,City,9,94,124.0,1
Sunny,Highway,21,183,26.0,0
Rainy,Highway,0,67,30.0,0
Sunny,Highway,5,232,92.0,0
Sunny,Highway,12,208,68.0,0
Sunny,Highway,13,218,49.0,0
Rainy,City,2,220,60.0,0
Foggy,Highway,10,48,22.0,0
Foggy,City,2,140,105.0,1
Foggy,Rural,18,167,59.0,1
Rainy,Highway,9,44,70.0,0
,City,14,194,103.0,1
Rainy,Rural,10,166,51.0,0
Foggy,Rural,14,187,67.0,1
Foggy,Rural,23,199,90.0,1
Sunny,City,12,61,90.0,0
Rainy,Highway,4,127,39.0,0
Sunny,Highway,3,23,108.0,0
Sunny,City,12,172,128.0,0
Sunny,Highway,8,165,54.0,0
Rainy,City,16,195,127.0,1
Rainy,Highway,1,39,43.0,0
Foggy,Rural,23,99,59.0,0
Sunny,Highway,4,144,96.0,0
Foggy,City,15,176,71.0,1
Sunny,City,6,104,58.0,0
Rainy,Rural,0,78,87.0,0
Rainy,City,11,172,80.0,0
Rainy,Highway,20,248,95.0,1
Sunny,Highway,10,136,100.0,0
Rainy,Rural,11,61,84.0,0
Sunny,City,18,151,81.0,0
Foggy,Rural,11,72,,0
Sunny,Highway,11,45,21.0,0
Foggy,Rural,13,100,25.0,0
Sunny,City,1,161,127.0,0
Foggy,Rural,1,177,94.0,1
Rainy,City,3,166,62.0,0
Foggy,City,19,62,101.0,1
,Highway,22,118,59.0,0
Rainy,Highway,15,159,,1
Foggy,Highway,9,81,58.0,0
Sunny,City,12,24,47.0,0
Sunny,Rural,1,122,129.0,0
Sunny,City,2,78,99.0,0
Sunny,Highway,18,125,82.0,0
Sunny,Highway,5,201,83.0,0
Rainy,Rural,18,13,31.0,0
Sunny,Highway,20,84,60.0,0
Rainy,Highway,19,155,48.0,0
,Highway,18,51,42.0,0
Rainy,Rural,7,39,104.0,0
Foggy,City,13,152,99.0,1
Foggy,Highway,9,79,70.0,0
Rainy,Rural,2,192,124.0,1
Foggy,Highway,5,190,64.0,1
Sunny,Rural,14,25,109.0,0
Sunny,Highway,22,120,120.0,0
Rainy,Rural,22,113,41.0,0
Sunny,Highway,17,210,29.0,0
Rainy,City,13,116,26.0,0
Rainy,Highway,18,132,92.0,1
Sunny,Rural,9,171,108.0,0
Foggy,Highway,14,36,129.0,0
Sunny,City,3,22,34.0,0
Sunny,Highway,22,237,96.0,0
,Rural,1,164,125.0,1
Rainy,Rural,2,82,65.0,0
Rainy,City,6,206,109.0,1
Rainy,Rural,22,95,104.0,0
Foggy,Highway,15,40,106.0,0
Foggy,Highway,9,12,80.0,0
Foggy,Highway,18,39,127.0,1
Rainy,Rural,16,158,111.0,1
Rainy,Highway,18,108,80.0,1
Rainy,Highway,4,143,70.0,0
Foggy,Highway,22,229,57.0,0
Rainy,City,19,169,31.0,0
Sunny,Rural,12,179,107.0,0
Sunny,Rural,12,238,96.0,0
Rainy,Rural,10,199,123.0,1
Sunny,City,10,226,85.0,0
Sunny,Rural,15,169,73.0,0
Foggy,City,14,108,58.0,0
Rainy,City,16,95,95.0,0
Rainy,Rural,21,225,58.0,0
Foggy,Highway,17,176,97.0,1
,Highway,18,73,49.0,0
Sunny,Rural,3,127,124.0,0
Rainy,Rural,21,167,126.0,1
Sunny,City,21,200,67.0,0
Foggy,Rural,22,123,102.0,1
Foggy,City,4,233,50.0,0
Rainy,Rural,6,168,126.0,1
Foggy,Highway,1,96,126.0,1
Foggy,Highway,0,49,44.0,0
Rainy,Rural,11,170,87.0,0
Foggy,City,9,200,70.0,1
Foggy,Highway,7,34,32.0,0
Foggy,City,0,173,119.0,1
Sunny,Rural,11,161,82.0,0
Rainy,Rural,1,104,61.0,0
Rainy,Highway,9,195,73.0,1
Rainy,Rural,21,176,120.0,1
Sunny,Highway,16,55,86.0,0
Sunny,City,2,214,99.0,0
Rainy,Highway,6,147,109.0,0
Sunny,Highway,11,224,123.0,0
Rainy,City,7,219,75.0,0
,Highway,19,41,122.0,0
Foggy,Highway,11,106,38.0,0
Foggy,Rural,2,173,65.0,1
Rainy,City,16,165,34.0,0
Sunny,Highway,8,153,51.0,0
Sunny,City,9,25,68.0,0
Foggy,City,21,27,40.0,0
Foggy,Highway,5,145,84.0,0
Sunny,Rural,0,243,89.0,0
Sunny,City,21,217,46.0,0
Sunny,Highway,11,84,42.0,0
Sunny,City,4,207,66.0,0
Sunny,Rural,12,10,114.0,0
Sunny,Rural,14,199,31.0,0
Rainy,,21,134,104.0,0
Sunny,Highway,10,213,85.0,0
Foggy,Highway,7,47,24.0,0
Rainy,Rural,4,229,28.0,0
Sunny,Highway,1,54,39.0,0
Foggy,Rural,11,195,129.0,1
Rainy,Highway,1,90,101.0,0
Foggy,Rural,15,138,82.0,0
Sunny,City,20,41,105.0,0
Sunny,Rural,2,145,91.0,0
Sunny,Rural,9,127,117.0,0
Sunny,Highway,18,49,92.0,0
Rainy,Highway,7,193,90.0,0
Rainy,Highway,6,200,49.0,0
Foggy,Highway,0,244,101.0,1
Sunny,Highway,11,247,110.0,0
Foggy,Highway,4,225,35.0,0
Rainy,City,15,83,104.0,0
Sunny,Rural,3,120,24.0,0
Sunny,Rural,16,112,48.0,0
Rainy,Rural,23,112,66.0,0
Rainy,City,20,83,120.0,0
Rainy,Rural,1,173,126.0,1
